Id,target
0,112.1516836602581
1,115.87976760712034
2,-25.876261575242783
3,-47.63583973022599
4,-102.51798161625864
5,-50.28931939534436
6,-81.36835979522397
7,20.937137932603633
8,172.90067195044605
9,170.88408456102295
10,-111.39443612410828
11,-25.596134811336945
12,-8.872080514481178
13,120.3615094582848
14,35.09400746548545
15,41.78966377564595
16,-199.41769455447675
17,17.739840911006755
18,8.53609460435127
19,133.07321032993417
20,61.4577712445226
21,-68.39998714317568
22,-114.50737628446286
23,-12.54690841124306
24,-64.18048540231445
25,7.520418888982759
26,23.784678604265515
27,104.76863050351052
28,19.457189907511
29,-31.192808551597714
30,107.80088038633743
31,-51.113619665202265
32,215.83283486050615
33,-20.002772195054042
34,-238.03992037475666
35,152.5478055024292
36,-8.264958507503124
37,9.132767357442978
38,-318.74467080315026
39,73.47903221011907
40,-88.08890615867334
41,-214.9222598518437
42,-248.1035128670105
43,132.65718304293682
44,-80.84248999505479
45,101.17564239332363
46,-9.181993911549764
47,14.915094740137809
48,-104.82054763354543
49,-33.08742047935349
50,7.179806681320059
51,-184.25133970983885
52,60.854224767298845
53,-105.23084916569948
54,-112.70614896653393
55,-163.49566850976734
56,59.10706515974719
57,105.97835497960962
58,-79.922679142552
59,38.71059100255123
60,36.83621294842189
61,-56.624202131910586
62,162.703482000836
63,38.9667564629451
64,52.656140601786724
65,19.57225082388847
66,78.32374928544145
67,-7.319122625688291
68,-8.260172573617563
69,-3.6335435361601194
70,-27.982532973995294
71,160.52794580252893
72,-46.04503893467661
73,18.02062656013033
74,-72.72582676412772
75,-76.79331515104232
76,33.043253590784815
77,-168.91523922409667
78,-6.570719230959382
79,149.5179053737123
80,-43.38473796568857
81,-127.89444473216352
82,-201.57815962864038
83,33.507865291731314
84,144.0091638507845
85,272.1137826630458
86,-266.6125034357763
87,-96.63833162115345
88,74.02375302183722
89,-96.27816532639818
90,-54.80346570053406
91,122.40201068045607
92,-171.59692158209853
93,-123.18985206930331
94,46.15078321335647
95,94.98932651194313
96,-224.5916586815773
97,-128.49120010083408
98,-181.7049479287765
99,-57.31455513584653
100,125.59344771442974
101,-90.09265852534854
102,-7.667562112798763
103,-5.596374735201218
104,-4.969756176817462
105,77.53696759278914
106,40.397151769255466
107,89.16507316984324
108,-34.5363914238076
109,-91.08124700439481
110,35.632397101702026
111,14.576679307468133
112,114.17640660622813
113,2.710487792248048
114,70.49391798450846
115,28.42772192080959
116,-149.49956809903998
117,2.2675626614597046
118,17.45351608521682
119,-27.37364941658153
120,-25.710913567831263
121,-265.55624987782073
122,266.78834256941093
123,154.22621361592925
124,10.444257646199155
125,81.33979037103303
126,-16.67932038812235
127,-160.62046283030588
128,109.85521188575987
129,-37.241469365780965
130,-224.92865416287904
131,118.16961535783541
132,-34.7319848792788
133,-92.93721251204151
134,168.70877510377574
135,34.224468260430626
136,-23.479801079428135
137,56.538967717554485
138,41.35331189622882
139,-183.10350069102986
140,127.78103532816031
141,-79.09335247986263
142,211.5275942374921
143,133.94923912286484
144,-4.8970752800493065
145,-160.78184245402375
146,-19.809765792760537
147,131.4501296444103
148,32.31241497104144
149,53.597226253448866
150,-9.172128100628003
151,-48.91914232364183
152,14.100688164951508
153,-74.56607455333592
154,24.672899966466648
155,140.07462852669818
156,347.92171021066287
157,215.5808119439626
158,23.446108532197943
159,-43.93006767066499
160,-179.67910354369909
161,8.012176956179191
162,299.01052637618835
163,71.85516184563154
164,-27.704314337624634
165,154.15871031611368
166,-163.7148386536546
167,140.0985728497824
168,169.02655056383023
169,-52.80650408023381
170,61.082761571785916
171,94.90181449203077
172,91.95608767008397
173,28.1377741651646
174,172.1384026269971
175,-157.94670595356354
176,-99.83800765084055
177,-176.55064348029623
178,-23.21511370609889
179,-113.30546147321805
180,-18.862824713856877
181,-64.05913178891582
182,-81.03134789031068
183,63.178063031743925
184,-75.07650704115876
185,86.35346857257724
186,-62.47080027976552
187,-115.56305351107275
